"Video ID",Title,Description,Length,Published
xhaKrv3N8ME,"Cruising To Mars","As Rover Curiosity hurtles through space on its way to Mars, it is confronted with many issues that NASA scientists must constantly account for. See the next step of Curiosity's journey to the red planet.","3m 20s","2012-03-26T14:39:27Z"
OvWYzIaQ6is,"NASA Debunks Wacky 2012 Claims","Listen up, 2012ers, it's not really going to happen, hard as that is to bear. The issue with Dec. 21, 2012 and the predicted disasters that some folks think will come, probably started with the so-called end of the Mayan calendar. Their calendar does not end on Dec. 21, 2012. It's just the end of the cycle and the beginning of a new one. It's just like on Dec. 31st, our calendar comes to an end but a new calendar for the next year begins on Jan. 1st . Niburu is supposed to be a planet that's four times the size of the Earth. It's going to get very close to the Earth and cause all kinds of disasters. So this enormous planet is suppose to be coming toward Earth, but if it were, we would've seen it long ago and if it were invisible somehow, we would've seen the affects of this planet on neighboring planets. Thousands of astronomers who scan the night skies on a daily basis have not seen this. And then there's folks who think that NASA astronomers are actually hiding this information so as to prevent panic from the populous. Can you imagine thousands of astronomers who observe the skies on a nightly basis keeping the same secret from the public for several years? Some folks think there's going to be a solar storm associated with Dec. 21st of 2012. Now, solar storms do exist. The sun's activity goes through a cycle that reaches a maximum every eleven years. The next solar maximum when you might expect enhanced solar activity will take place actually in May of 2013. It's supposed to be fairly mild solar activity maximum and there's no evidence that there's going to be any solar storms. And then we have planetary alignments. There's a planetary alignment. The sun, the Earth and some of the planets are aligned and this is going to cause some tidal effects on the Earth that's going to be catastrophic. Well, first of all, there are no planetary alignments in December of 2012 and even if there were, there are no tidal effects on the Earth as a result. The only two bodies in the solar system that can affect the Earth's tides are the moon, which is very close, and the sun, which is massive and also fairy close. But the other planets have a negligible effect on the Earth. One of the myths for Dec. 21, 2012 is that the Earth's axes are going to somehow shift. The rotation axis can't shift because of the orbit of the moon around the Earth stabilizes it and doesn't allow it to shift. The magnetic field does shift from time to time but the last time it did was 740,000 years ago and it doesn't do that sort of a shift but every half million years or so. But there's no evidence that's going to happen in December and even if it did shift, it's not going to cause a problem on the Earth apart from the fact that we're going to have to recalibrate our compasses. Extraordinary claims require extraordinary evidence. Since the beginning of recorded time, there have been literally hundreds of thousands of predictions for the end of the world and we're still here.","3m 32s","2012-03-07T22:46:15Z"
BEhIGoq9tow,"Seeing Earth from Space: New International Space Station Time-lapse","We've all seen pictures of Earth from space, but have we really taken the time to appreciate what our planet looks like against the starscapes of the Milky Way galaxy? Here, we beckon viewers to see Earth in its cosmic context, which includes the stars, interstellar gases, the moon, the sun, and the solar winds. Be sure to watch in full HD, 1080p, and imagine you're an astronaut aboard the International Space Station with a little time on your hands.","4m 15s","2012-03-06T17:51:09Z"
"-EV3pzjwJpE","Wandering Stars: a tour of the planets","A beauteous rip through the solar sytem, based on NASA's Science on a Sphere program ""The Wanderers."" In ancient times, humans watched the skies looking for clues to their future and to aid in their very survival. They soon observed that some stars were not fixed, but moved in the sky from night to night. They called these stars the wanderers. At the center of our solar system is the sun, binding the planets with its gravitational pull. From our viewpoint on earth, the sun appears small in the sky, but in reality it dwarfs even Jupiter, the largest planet in the solar system. The distance from the sun to the small worlds traveling it are vast. Light takes eight minutes to reach earth, and nearly a day to reach the farthest known bodies. Join us now as we tour our solar system, starting with sun-baked mercury and traveling to the remotest outskirts, where small, icy bodies move with only the faintest connection to our sun. Mercury Mercury, the closest planet to Sun is also the smallest terrestrial planet. It orbits so swiftly that its year lasts only 88 Earth days. The airless cratered surface could almost be mistaken for our moon, relentlessly bombarded by meteoroids for four and a half billion years. One of these encounters left a giant scar called the golarus basin, one of the largest impact sights in the solar system. Temperatures on the surface of mercury can reach a blistering 800 degrees Fahrenheit, and can dip to 300 degrees below zero on the night side. Venus Venus, as seen from Earth, is the brightest object in sky after the Sun and Moon. Russian probes were the first to land on Venus in the 1970's and 1980's. Venus's surface is volcanic. Its atmosphere is composed of thick, dense carbon dioxide with sulfuric acid clouds. Both are potent greenhouse gases that trap incoming sunlight. Venus rotates slowly—one Venusian day lasts almost four Earth months. Earth Earth is the only planet with life as we know it. The atmosphere and temperatures are ""just right"" for life. It is the only known body in our solar system where water can exist as a gas, liquid, and solid. Vast oceans dominate surface of the planet. Seasonal changes occur on the surface. Earth has a solid surface that constantly shifts due to plate tectonics. Mars Once geologically active, Mars has the largest dormant volcano in the solar system, Olympus Mons. It also hast the longest valley in the solar system, called Valles Marineris. Mars has a thin, atmosphere primarily composed of carbon dioxide. Surface conditions are dynamic. Mars has seasons as well as massive dust storms that cover the planet. Its surface features include the smooth, low-lying northern hemisphere and the craggy, heavily-cratered southern uplands. Evidence suggests that Mars had water running on its surface at some time in the past. Asteroid belt The asteroid belt is composed of small rocky pieces. The big question is ""What happened here?"" and ""Why no planets?"" The asteroid Ceres is large enough to be classified as a dwarf planet. Jupiter Jupiter is the largest and most massive planet in the Solar System. It rotates rapidly, completing one rotation every 10 hours. Long-lasting, high-speed winds and storms dominate Jupiter's atmosphere. Jupiter has a faint planetary ring system and over 63 moons. The largest moons, discovered by Galileo in 1610, vary widely. Io is volcanically active. Europa's cracked surface likely hides an ocean below. Ganymede is the largest moon in the Solar System. Callisto is heavily cratered. Saturn Saturn's seemingly serene atmosphere hides powerful storms and winds on its surface. Saturn is known for its extensive ring system made of chunks of ice, rock, and dust with small moonlets embedded within the rings. Saturn has more than 60 moons. Conditions vary among the moons. Titan, the largest moon, has a thick, smoggy, atmosphere covering its icy surface with lakes of liquid methane or ethane. Small Enceladus has water and ice geysers at its south pole. Its water vapor coat other nearby moons and create a thin Saturn ring. Uranus Uranus receives 400 times less sunlight than Earth. Uranus lies nearly sideways, making its axis nearly parallel to the plane of the Solar System. This extreme tilt give rise to seasons that last nearly 28 Earth years. Uranus as many moons and a faint ring system. It has only been visited by one spacecraft, Voyager 2, in 1986. Like the other giant planets, Uranus's atmosphere is primarily hydrogen and helium with a trace of methane gas over deep clouds, giving it a pale blue-green tint. Neptune Neptune also has many moons and a faint ring system. Its Great Dark Spot, a large storm with extremely strong winds, disappeared in the 1990s. Neptune's vivid blue color is due to its frigid temperature: -371°F (-224 °C).","14m 47s","2012-03-01T20:48:17Z"
68LOZvQTjB0,"The Shrinking Expanding Moon","From NASA's Scientific Visualization Studio. New images from NASA's Lunar Reconnaissance Orbiter (LRO) spacecraft show the moon's crust is being stretched, forming minute valleys in a few small areas on the lunar surface. Scientists propose this geologic activity occurred less than 50 million years ago, which is considered recent compared to the moon's age of more than 4.5 billion years. A team of researchers analyzing high-resolution images obtained by the Lunar Reconnaissance Orbiter Camera (LROC) show small, narrow trenches typically much longer than they are wide. This indicates the lunar crust is being pulled apart at these locations. These linear valleys, known as graben, form when the moon's crust stretches, breaks and drops down along two bounding faults. A handful of these graben systems have been found across the lunar surface. We think the moon is in a general state of global contraction because of cooling of a still hot interior,"" said Thomas Watters of the Center for Earth and Planetary Studies at the Smithsonian's National Air and Space Museum in Washington, and lead author of a paper on this research appearing in the March issue of the journal Nature Geoscience. ""The graben tell us forces acting to shrink the moon were overcome in places by forces acting to pull it apart. This means the contractional forces shrinking the moon cannot be large, or the small graben might never form."" The weak contraction suggests that the moon, unlike the terrestrial planets, did not completely melt in the very early stages of its evolution. Rather, observations support an alternative view that only the moon's exterior initially melted forming an ocean of molten rock. In August 2010, the team used LROC images to identify physical signs of contraction on the lunar surface, in the form of lobe-shaped cliffs known as lobate scarps. The scarps are evidence the moon shrank globally in the geologically recent past and might still be shrinking today. The team saw these scarps widely distributed across the moon and concluded it was shrinking as the interior slowly cooled. Based on the size of the scarps, it is estimated that the distance between the moon's center and its surface shank by approximately 300 feet. The graben were an unexpected discovery and the images provide contradictory evidence that the regions of the lunar crust are also being pulled apart. ""This pulling apart tells us the moon is still active,"" said Richard Vondrak, LRO Project Scientist at NASA's Goddard Space Flight Center in Greenbelt, Md. ""LRO gives us a detailed look at that process."" As the LRO mission progresses and coverage increases, scientists will have a better picture of how common these young graben are and what other types of tectonic features are nearby. The graben systems the team finds may help scientists refine the state of stress in the lunar crust. ""It was a big surprise when I spotted graben in the far side highlands,"" said co-author Mark Robinson of the School of Earth and Space Exploration at Arizona State University, principal investigator of LROC. ""I immediately targeted the area for high-resolution stereo images so we could create a three-dimensional view of the graben. It's exciting when you discover something totally unexpected and only about half the lunar surface has been imaged in high resolution. There is much more of the moon to be explored.""","2m 29s","2012-02-21T01:13:35Z"
x9ctGHw8MWQ,"EARTH Masterpieces of Stone and Ice","Revel in Earth as Art. Make sure you watch in glorious 1080p. Landsat missions were launched for scientific purposes, but they make up one of the most awe-inspiring collections of beautiful images of our home planet. For the last few centuries, artists have been exploring Earth's untamed and awe-inspiring vistas, often as an antidote to life in the modern world. They evoked the grandeur of the Hudson River, the peace of Scandinavian fiords, or the omnipotent power of the ocean. This romantic ideal today has gained a new vantage point, from space, and a new set of brushes for capturing the beauty of our planet. Landsat images feature colors tuned to record geological or even human forces at work. More than that, though, this great gallery of Earth explores its timeless beauty, its uncertain path forward. So take this tour of Earth's great landforms as seen from space. We travel to Africa and the Sahara and Namib deserts, to Argentina and Bolivia, the American heartland, and the great Canadian land and ice forms. Then it's on to Greenland, Iceland, Russia, India, China, and finally the continent down under. We wrap our journey in a small corner of the vast Great Sandy Desert. The satellite has brought out the scarring action of natural wildfires. The narrow sand dunes that cut across the scene are like cracks on an ancient brittle canvas. A masterpiece, from the turbulent imagination of an artist, whose brushes are wind, and fire, and time.","13m 32s","2012-02-17T00:22:04Z"
WGTBJHFNywI,"Birth of the Moon","Scientists have been reconstructing the history of the moon by scouring its surface, mapping its mountains and craters, and probing its interior. What are they learning about our own planet's beginnings? Decades ago, we sent astronauts to the moon as a symbol of confidence in the face of the great cold war struggle. Landing on the moon was a giant leap for mankind. But it's what the astronauts picked up from the lunar surface that may turn out to be Apollo's greatest legacy. When the astronauts of Apollo stepped out of their landing craft, they entered a world draped in fine sticky dust, strewn with rocks, and pocked with craters. They walked and rambled about, picking up rocks that they packed for the return flight. Back in earth-bound labs, scientists went to work probing the rocks for clues to one of the most vexing questions in all of science. Where did the moon come from? The answer promised to shed light on an even grander question. Where did Earth come from? And how did it evolve into the planet we know today? The nature of the moon began to come into focus four centuries ago. Galileo Galilei had heard of an instrument built by Dutch opticians capable of ""seeing faraway things as though nearby."" Galileo, in many ways the first modern scientist, saw this new instrument as a tool to help settle a long standing question. What was the nature of the heavens, and how did the world of men fit within it? To some philosophers, the moon was a perfect, crystalline sphere of divine substance, free of Earth's imperfections. Galileo, with his telescope, saw a more familiar reality. He noted mountains and valleys on the moon, features like those of Earth. The astronauts of Apollo lifted off on a series of missions to get a close up look at the moon and perhaps settle the debate. Because there's no atmosphere there, the astronauts entered landscapes that are nearly frozen in time. They could scour the lunar surface for evidence of events going back almost to the time of its birth. Indeed, eons of impacts had opened up the Moon's interior, leaving a wealth of information strewn about their landing sites. Scientists had already noticed that some large old craters were surrounded by concentric rings. You can see one of the most pronounced examples in this image of the Mare Orientale, captured recently by NASA's Lunar Reconnaissance Orbiter, or LRO. The colors show differences in elevation. The old view was that the impact had melted the rock below. A newer view held that the impactor had actually splashed down on a molten surface. That gave rise to the radical notion that, early in its history, the moon's surface was covered in a vast ocean of magma. When the astronauts arrived, they found relatively light rocks known as anorthosites. Their presence suggested that heavier material had sunk toward the moon's interior, forcing lighter material to the surface. The rocks they brought back were found to be strikingly similar to those on Earth, in part because they share forms of oxygen, called isotopes, that scientists regard as ""blood types"" for solar system bodies. Then there was this. The moon appeared to be completely, utterly, dry, with no evidence that water was ever present on its surface.","24m 26s","2012-02-11T17:25:27Z"
1QdJ34mhKcg,"Birth of the Moon - PREVIEW","Coming soon to ""Cosmic Journeys."" Earth, over its 4.5 billion year history, has been pummeled by asteroids, eroded by wind and rain, covered over with flowing lava, wrinkled and gouged by shifts in its crust. Most traces of its distant past have long since been destroyed. But there is a place where clues to the early history of our planet are still largely intact. The moon... Scientists have been reconstructing its history by scouring its surface, mapping its mountains and craters, and probing its interior regions. What are they learning about our own planet's beginnings, by going back in time, to the mysterious ""Birth of the Moon.""","1m 46s","2012-02-02T19:17:55Z"
ONIjmVuLPak,"Mars Opportunity Discoveries at Eight Years","The Mars rover Opportunity was supposed to last three months. It's now going on Nine Years. It's proved so durable that in 2011 it was essentially sent on a whole new mission. Opportunity reached a multi-year driving destination, Endeavour Crater, in August 2011. At Endeavour's rim, it has gained access to geological deposits from an earlier period of Martian history than anything it examined during its first seven years. It also has begun an investigation of the planet's deep interior that takes advantage of staying in one place for the Martian winter. Opportunity landed in Eagle Crater on Mars on Jan. 25, 2004, Universal Time and EST (Jan. 24, PST), three weeks after its rover twin, Spirit, landed halfway around the planet. In backyard-size Eagle Crater, Opportunity found evidence of an ancient wet environment. The mission met all its goals within the originally planned span of three months. During most of the next four years, it explored successively larger and deeper craters, adding evidence about wet and dry periods from the same era as the Eagle Crater deposits. In mid-2008, researchers drove Opportunity out of Victoria Crater, half a mile (800 meters) in diameter, and set course for Endeavour Crater, 14 miles (22 kilometers) in diameter. ""Endeavour is a window further into Mars' past,"" said Mars Exploration Rover Program Manager John Callas, of NASA's Jet Propulsion Laboratory, Pasadena, Calif. The trek took three years. In a push to finish it, Opportunity drove farther during its eighth year on Mars -- 4.8 miles (7.7 kilometers) -- than in any prior year, bringing its total driving distance to 21.4 miles (34.4 kilometers). The ""Cape York"" segment of Endeavour's rim, where Opportunity has been working since August 2011, has already validated the choice of Endeavour as a long-term goal. ""It's like starting a new mission, and we hit pay dirt right out of the gate,"" Callas said. The first outcrop that Opportunity examined on Cape York differs from any the rover had seen previously. Its high zinc content suggests effects of water. Weeks later, at the edge of Cape York, a bright mineral vein identified as hydrated calcium sulfate provided what the mission's principal investigator, Steve Squyres of Cornell University, Ithaca, N.Y., calls ""the clearest evidence for liquid water on Mars that we have found in our eight years on the planet."" Mars years last nearly twice as long as Earth years. Entering its ninth Earth year on Mars, Opportunity is also heading into its fifth Martian winter. Its solar panels have accumulated so much dust since Martian winds last cleaned them -- more than in previous winters -- the rover needs to stay on a sun-facing slope to have enough energy to keep active through the winter. The rover team has not had to use this strategy with Opportunity in past winters, though it did so with Spirit, farther from the equator, for the three Martian winters that Spirit survived. By the beginning of the rovers' fourth Martian winter, drive motors in two of Spirit's six wheels had ceased working, long past their design lifespan. The impaired mobility kept the rover from maneuvering to an energy-favorable slope. Spirit stopped communicating in March 2010. All six of Opportunity's wheels are still useful for driving, but the rover will stay on an outcrop called ""Greeley Haven"" until mid-2012 to take advantage of the outcrop's favorable slope and targets of scientific interest during the Martian winter. After the winter, or earlier if wind cleans dust off the solar panels, researchers plan to drive Opportunity in search of clay minerals that a Mars orbiter's observations indicate lie on Endeavour's rim. ""The top priority at Greeley Haven is the radio-science campaign to provide information about Mars' interior,"" said JPL's Diana Blaney, deputy project scientist for the mission. This study uses weeks of tracking radio signals from the stationary rover to measure wobble in the planet's rotation. The amount of wobble is an indicator of whether the core of the planet is molten, similar to the way spinning an egg can be used to determine whether it is raw or hard-boiled. Other research at Greeley Haven includes long-term data gathering to investigate mineral ingredients of the outcrop with spectrometers on Opportunity's arm, and repeated observations to monitor wind-caused changes at various scales.","3m 1s","2012-01-26T17:01:00Z"
E6FpSOg2BxE,"The Spectacle of Star Death","Take a breathtaking journey into the future, five billion years from now, to see the ultimate fate of the Solar System. This gem from HubbleCast showcases stunning Hubble imagery of the death throes of Sun-like stars. The wreckage of these dying stars form the building blocks of new generations of stars.","5m 32s","2012-01-20T16:48:39Z"
EM2eFfTXnCs,"Why the Runaway Universe Discovery Won the Nobel Prize in Physics","From EsoCast, Dr. J. explores the upheaval in our understanding of the universe brought on by the discovery that the universe is not just expanding, but is accelerating outward at an ever increasing pace. Was Einstein wrong? Are we missing something crucial in our understanding of how it all began? Either way, this is one of the most exciting scientific discoveries in a long time.","4m 12s","2012-01-17T04:28:00Z"
EPyl1LgNtoQ,"The View from Space - Earth's Countries and Coastlines","Hey Everyone, You can find our 4K UHD content and more great space and science shows on: https://www.magellantv.com/genres/space These high-res time-lapse sequences captured by astronauts aboard the International Space Station give us a beautiful and clear view of some well-known coastlines and countries around the world. Get a good look at England, France, Italy, Egypt, Algeria, Tunisia, Greece, the island of Crete, Taiwan, South Korea, Japan, the United States, Mexico, Ecuador, Peru, Chile, Argentina, Cuba, and more. We've attempted to show as many countries as we would, but inevitably we've left many out. Please write to the the astronaut photography office at NASA's Johnson Space Center to request inclusion in this amazing series of sequences.","3m 47s","2011-12-21T20:24:24Z"
S_nCIJnZDW8,"The Violent End Stage of Star Formation","EsoCast showcases a new Hubble image of a giant cloud of hydrogen gas illuminated by a bright young star. The image shows how violent the end stages of the star formation process can be, with the young object shaking up its stellar nursery. A few thousand light-years away, in the constellation of Cygnus, lies the compact star-forming region Sh 2-106, or S106 for short. Despite the celestial colors of this picture, there is nothing peaceful about this scene. A young star, named S106 IR, is being born at the heart of the nebula. In the violent final stages of its formation, the star is ejecting material at high speed, violently disrupting the gas and dust. 3D visualizations show the extent to which the star has carved its surroundings into a complex shape. In particular, the hourglass-like structure of the nebula is a result of jets from the star slamming into the cloud of hydrogen it is forming from. At the outer edges of these cavities, the gas has been compressed into shock fronts by the pressure. The star has a mass about 15 times that of the Sun and is in the final stages of its formation. It will soon quiet down by entering the adult stage of stellar life, known to astronomers as the main sequence. For now, though, S106 IR remains embedded in its parent cloud, but it is rebelling against it. The material spewing off the star not only gives the cloud its hourglass shape but also makes the hydrogen gas turbulent. The resulting intricate patterns are clearly visible here. As well as churning up the gas cloud, the young star is also heating it up to temperatures of 10 000 degrees Celsius. The star's radiation excites the gas, making it glow like a fluorescent bulb. The light from this glowing gas is colored blue in this image, which combines Hubble observations taken in visible and infrared light. Separating these regions of glowing gas is a cooler, thick stream of dust, shown here in red. This dark material almost completely hides the star from view, but the young object can still be seen faintly peeking through the widest part of the dust lane. The cloud itself is relatively small by the standards of star- forming regions, around two light-years in size along its longest axis. This is about half the distance between the Sun and Proxima Centauri, our nearest stellar neighbor, making it far smaller than familiar star-forming regions like the Orion Nebula and Carina Nebula.","3m 30s","2011-12-15T19:05:41Z"
ciWGrZMkXVM,"Black Hole Meltdown in the Galactic Center","Black hole extravaganza from ESOcast. Not long ago, watching something being ripped apart as it falls towards a giant black hole would be science fiction. This is now reality. Observers under dark skies, far from the bright city lights, can marvel at the splendor of the Milky Way, arching in an imposing band across the sky. Zooming in towards the center of our galaxy, about 25000 light years away, you can see that it is composed of myriads of stars. This is a pretty impressive sight, but much is hidden from view by interstellar dust, and astronomers need to look using a different wavelength, the infrared, that can penetrate the dust clouds. With large telescopes, astronomers can then see in detail the swarm of stars circling the supermassive black hole, in the same way that the Earth orbits the Sun. The Galactic Center harbors the closest supermassive black hole known, and the one that is also the largest in terms of its angular diameter on the sky, making it the best choice for a detailed study of black holes. This black hole's mass is a hefty four million times that of the Sun, earning it the title of supermassive black hole. Although it is huge, this black hole is currently supplied with little material and is not shining brightly. But this is about to change. Using ESO's Very Large Telescope, a team of astronomers has discovered a new object that is heading almost straight towards the black hole at vertiginous speed. The object is not a star, but a cloud of gas. ""The cloud consists mainly of hydrogen gas, gas which we see anyhow in the galactic center all over the place. This particular cloud weighs more or less three times the mass of Earth. So it's a rather small and tiny blob only, but it glows very brightly in the light of the stars which are surrounding it ."" As the astronomers watch, the cloud has been picking up pace as it gets closer to the giant black hole. Its speed has doubled in the last seven years and it is now speeding towards the black hole at more than 8 million kilometers per hour. The astronomers have already seen the cloud's outer layers becoming more and more disrupted over the last few years as it approaches the black hole. But the exciting part is yet to come. ""The Black hole, imagine it sitting here, has a tremendous gravitational force and the cloud, as it comes in, it will be elongated and stretched, it will become essentially like spaghetti. It will be elongated and falling into the black hole."" ""The next few years will be really fantastic and exciting because we are probing the territory. Here this cloud comes and gets disrupted, but now it will begin to interact with the hot gas right around the black hole. We have never seen this before."" No one knows what will happen next. The cloud will probably heat up and may start to emit powerful X- rays as it gets disrupted. In the end the material will eventually disappear by falling into the black hole. For the scientists, this event is truly a unique chance to probe the hot gas around the black hole. ""But this process of how material gets into the black hole really is not clear to us we don't understand it in any detail. And here in the galactic center we have an opportunity so to speak to have a probe of this process. How material really gets added to the black hole, and what the physical processes are, how the interactions happen in this very central region. That's a fantastic opportunity."" This is indeed science fiction becoming science fact.","4m 54s","2011-12-14T18:31:30Z"
d1coV7XqE1M,"What sets Curiosity apart from other Mars Rovers?","The Mars Science Lab was launched November 26, 2011, and is scheduled to land on Mars at Gale Crater on August 6, 2012. The rover Curiosity, after completing a more precise landing than ever attempted previously, is intended to help assess Mars' habitability for future human missions. Its primary mission objective is to determine whether Mars is or has ever been an environment able to support life. Curiosity is five times as large as either of the Mars Exploration Rovers Spirit or Opportunity and carries more than ten times the mass of scientific instruments present on the older vehicles. The rover is expected to operate for at least 686 days as it explores with greater range than any previous Mars rover. Here are some of the specs that help set Curiosity apart from the other rovers: The rover Curiosity is 3 meters in length, and weighs 900 kg, including 80 kg worth of scientific instruments. It is approximately the size of a Mini Cooper automobile. Once on the surface, Curiosity will be able to roll over obstacles approaching 75 cm high. Maximum terrain-traverse speed is estimated to be 90 meters per hour by automatic navigation, however, with average speeds likely to be about 30 meter per hour depending on power levels, difficulty of the terrain, slippage, and visibility. It is expected to traverse a minimum of 12 miles in its two-year mission. Curiosity is powered by a radioisotope thermoelectric generator, as used by the successful Mars landers Viking 1 and Viking 2 in 1976. Radioisotope power systems are generators that produce electricity from the natural decay of plutonium-238, which is a non-fissile isotope of plutonium. Heat given off by the natural decay of this isotope is converted into electricity, providing constant power during all seasons and through the day and night, and waste heat can be used via pipes to warm systems, freeing electrical power for the operation of the vehicle and instruments. The temperatures that Curiosity can encounter vary from +30 to −127 °C. Therefore, the Heat rejection system uses fluid pumped through 60 meters of tubing in the MSL body so that sensitive components are kept at optimal temperatures. The two identical on-board computers contain radiation-hardened memory to tolerate the extreme radiation environment from space and to safeguard against power-off cycles. Curiosity has two means of communication -- an X-band transmitter and receiver that can communicate directly with Earth, and a UHF software-defined radio for communicating with Mars orbiters. Communication with orbiters is expected to be the main method for returning data to Earth, since the orbiters have both more power and larger antennas than the lander. At landing time, 13 minutes, 46 seconds will be required for signals to travel between Earth and Mars. Like previous rovers Mars Exploration Rovers and Mars Pathfinder, Curiosity is equipped with 6 wheels in a rocker-bogie suspension. The suspension system will also serve as landing gear for the vehicle. Its smaller predecessors used airbag-like systems. Curiosity's wheels are significantly larger than those used on the previous rovers. Each wheel has a pattern of grooves that help it maintain traction, while leaving a distinctive track in Martian soil. That pattern, to be photographed by on-board cameras, will be used to judge the distance travelled.","13m 35s","2011-12-09T18:42:27Z"
Ysc53elyQys,"Einstein's Greatest Blunder","Excerpt from ""Mysteries of a Dark Universe."" Albert Einstein sought to explain why the gravity of all the stars and gas out there didnt simply cause the universe to collapse into a heap. Following the discovery of the expanding universe, he admitted to the ""greatest blunder"" of his career.","3m 52s","2011-12-05T00:08:38Z"
v0UiaMFSHWY,"The Great Solar Mag Flip","From NASA Heliophysics. The number of sunspots increases and decreases over time in a regular, approximately 11-year cycle, called the sunspot cycle. The exact length of the cycle can vary. It has been as short as eight years and as long as fourteen, but the number of sunspots always increases over time, and then returns to low again. More sunspots mean increased solar activity, when great blooms of radiation known as solar flares or bursts of solar material known as coronal mass ejections (CMEs) shoot off the sun's surface. The highest number of sun spots in any given cycle is designated ""solar maximum,"" while the lowest number is designated ""solar minimum."" Each cycle, varies dramatically in intensity, with some solar maxima being so low as to be almost indistinguishable from the preceding minimum. Sunspots are a magnetic phenomenon and the entire sun is magnetized with a north and a south magnetic pole just like a bar magnet. The comparison to a simple bar magnet ends there, however, as the sun's interior is constantly on the move. By tracking sound waves that course through the center of the sun, an area of research known as helioseismology, scientists can gain an understanding of what's deep inside the sun. They have found that the magnetic material inside the sun is constantly stretching, twisting, and crossing as it bubbles up to the surface. The exact pattern of movements is not conclusively mapped out, but over time they eventually lead to the poles reversing completely. The sunspot cycle happens because these poles flip -- north becomes south and south becomes north--approximately every 11 years. Some 11 years later, the poles reverse again back to where they started, making the full solar cycle actually a 22-year phenomenon. The sun behaves similarly over the course of each 11-year cycle no matter which pole is on top, however, so this shorter cycle tends to receive more attention.","3m 19s","2011-11-30T16:34:41Z"
"SB4h-7onDTs","Re-Launching the First Science Rocket to Space","From NASA/JPL. A NASA scientist, physics professor, and model rocket hobbyist recreates an historic rocket launched by aeronautics pioneer Frank Malina. The first WAC Corporal dummy round was launched on September 16, 1945 from White Sands Missile Range near Las Cruces, New Mexico. After a White Sands V-2 rocket had reached 69 miles on May 10, a White Sands WAC Corporal reached 80 km (49 mi) on May 22, 1946 — the first U.S.-designed rocket to reach the edge of space (under the U.S. definition of space at the time). On February 24, 1949, a Bumper (a German V-2 rocket acting as first stage) bearing a WAC Corporal at White Sands accelerated to 5,150 mph to become the first flight of more than five times the speed of sound. Scientists were later surprised when almost a year after the launch, tail fragments of the WAC Corporal rocket that reached 5,150 mph and an altitude of over 250 miles, were found and identified in the New Mexico desert near the launch site. A few WAC Corporals survive in museums, including one at the National Air and Space Museum and another in the White Sands Missile Range Museum. Here are its specs: Diameter: 1 ft (0.30 m) Total length: 24 ft (7.34 m) Tiny Tim booster Loaded weight: 759.2 lb (344.3 kg) Propellant weight: 148.7 lb (67.4 kg) Thrust: 50,000 lbf (220,000 N) Duration: 0.6 s Impulse: 30,000 lbf·s (130,000 N·s) ]WAC Corporal sustainer Empty weight: 296.7 lb (134.6 kg) Loaded weight: 690.7 lb (313.3 kg) Thrust: 1,500 lbf (6,700 N) Duration: 47 s Impulse: 67,000 lbf·s (300,000 N·s)","3m 38s","2011-11-30T01:51:27Z"
ayNfFrswdc4,"Ghost Lights from Earth Orbit","A ""Ghost Light"" is an unexplained luminescent phenomena. That's how aliens might see Earth if they arrived with no awareness of its civilizations, atmosphere and climate, and magnetic field. Astronauts aboard the International Space Station are all too familiar with the city lights, the thunderstorms, and the aurorae that turn Earth into a planet of soft glows and flickering beams. This video has been made up of timelapse sequences captured aboard the ISS. Enjoy in 1080p!","4m 11s","2011-11-18T00:52:46Z"
5xrza6PIJdw,"Tour of the Moon","A beautiful 1080p tour of our moon. It's so clear and beautiful you'll want to go there yourself. This virtual tour is based on data from NASA's Lunar Reconnaissance Orbiter. Enjoy this ""new"" Moon and its noteworthy destinations. Ancient peoples looked at the moon and saw in its patterns of shadow and light the figures of deities or animals. The Italian scientist, Galileo Galilei, trained his telescope on our celestial companion and saw mountains and valleys much like those on Earth. Scientists today, operating a fleet of spacecraft, are seeing evidence of past events that shaped the lunar landscape, and traces of water and minerals that may one day support a human presence. Here's the Mare Orientale, an impact crater nearly 4 billion years old. The color, coded for elevation, highlights a bulls-eye pattern of concentric rings. Now, let's go down under to the South Pole. The pole sits within the wide rim of the famed Shackleton Crater. Direct sunlight never reaches the crater floor. The Lunar Prospector spacecraft detected higher than normal amounts of hydrogen within the crater, which may indicate the presence of water ice. From here, we travel to the far side of the moon. The South Pole-Aitken Basin is one of the largest and oldest impact features in the solar system. You can see its true size in the elevation data. We are approaching the Tycho Crater. Look closely at the mountainous peak in the center of the crater. That strange boulder near the summit is about 100 meters wide. It might have been left there by an impact. Now on to the Aristarchus Crater, the product of a relatively recent impact. It sits on a plateau that's the site of many transient lunar phenomena, mysterious shifts in color or light on the surface. The Sea of Serenity, and to its right the Sea of Tranquility... these dark regions were laid down by vast lava flows. The Taurus-Littrow Valley is in the highlands to the north. The image is based on a stereoscopic elevation map from Japan's Kaguya spacecraft. Here, now, is the Apollo 17 landing site courtesy of the Lunar Reconnaissance Orbiter. From this vantage, you can see the lander, the rover, and trails left by rover tires and astronauts. Finally, to the north pole. In the highlands that blanket this region, the sides of myriad craters cast long shadows acros the craggy lunar landscape. There it is. Our moon. Our one and only.","5m 35s","2011-11-10T20:58:28Z"
